outcome,L,peak,dur,mean_eta,sharp
1,609.0652334615129,8.217296129477548,74.13328322510903,7.800336039625761,2.708162335793722
1,323.099211048008,5.639945177246039,57.28987838948592,5.450238896345278,1.386653117687509
1,507.84975196369544,8.896759194171931,57.086243283366585,8.454576580904579,2.0584969667307815
1,232.13617684693682,7.5056220124876045,30.904049427439762,6.84510156753363,1.979586443119259
0,7.601708436517014,4.914367359941215,42.40898168287867,4.758725922443484,0.9719166569374722
1,460.6681154143046,6.396915062264766,72.01412282057395,6.2347209651120465,1.3219527178093058
1,616.3750264661677,8.576064053742282,71.87159923476133,8.45848288790957,0.718387722447803
0,29.2962525620845,7.58994197046142,28.906069153557212,7.184571122507666,1.1157255765777858
0,0.0,4.22697140417624,64.30396099757937,4.157391671616868,0.7648866504712484
1,505.32984138972137,7.589227386947162,66.62827304476147,7.218512919685482,2.3406965718489463
1,485.3825773754616,6.110665176581752,79.43237086422258,5.897801092246361,1.9900687613845571
0,0.0,2.665358051679763,53.35491505702818,2.5979378458798026,0.975221631012826
1,265.68516970559114,9.611652263402338,27.638534981051748,8.922835689407757,1.4275435684103073
1,350.82065680671076,5.411403710325846,64.82989022049671,5.296013479085088,1.0075029513076794
0,9.059337880251276,6.586538393067178,19.145431185002685,5.9114125689946375,1.4475376630971573
1,279.4994185652686,7.039080149879757,39.708682723560145,6.791643291530823,1.0097555519120482
1,369.70533563894674,5.438284356391809,67.98217759713462,5.206595083877952,2.0833539690510317
1,448.6778632751962,7.353752501923126,61.014993947070295,6.984775966624045,2.2133276895153666
1,338.2276837755146,7.722547005861017,43.797432753914855,7.409855804728055,1.2783939281314392
1,232.74730611844384,7.127546380915893,32.6538123573617,6.675495526619587,1.495942433128422
1,730.7080816899017,9.27253883127577,78.80345354200612,9.115098788667886,0.9663459020751237
1,454.7466285094638,5.9618286002181256,76.27636738648573,5.893380487540807,0.6233927831647188
1,399.6492878821038,6.165489796283134,64.82080152709787,5.960244870280506,1.546718674739163
1,233.89973902174316,8.335596464415099,28.06147473454984,7.8455597531709875,1.1939781219238412
1,576.5659815928507,7.6384037582113145,75.48253383684823,7.5308885306933835,0.7603140539071755
1,331.49062796347454,8.938528333133641,37.085593448152075,8.637518943597382,0.9128247841605137
0,0.0,3.76219879134028,35.536128627035104,3.3622598489617497,2.8016464329249593
0,25.985161281333937,7.2688042679107365,16.952789306767766,6.970967540421935,0.5019267053706358
0,21.4625108234514,6.429559702570155,12.634373611777718,5.465418978345203,2.095565904656085
0,0.0,3.3933451138811925,24.250946620361738,2.9621701406136465,2.4294507750685246
0,0.0,3.443188706430682,55.69864333915111,3.188822880403651,2.9741174501070913
0,41.445598651970975,7.532765245076944,22.57157179094213,7.227846399689474,0.6662372565686705
0,0.0,4.818728315320932,60.864852309296865,4.5302778255976355,2.61772001333828
1,239.88177186968306,6.3042145767203595,38.051112047084416,6.037222046486831,1.1628592749309852
0,46.051349255723075,6.836849737013872,25.74311155577869,6.235282999739101,1.6454676613923063
0,2.3288963228007655,4.7059882402780495,12.894657759217509,4.270234179750162,0.869957517578448
0,0.0,4.302954918117326,79.49883472768028,4.13964412227791,2.176098067542633
1,377.15426319401854,5.074379405638111,74.32550575816751,4.889350801400483,1.9467717474628623
1,304.89397117269755,4.367214953075138,69.81429714522523,4.25610307062099,1.2861615503025392
1,517.0241602737228,7.517263363474363,68.83909011402434,7.210325549895702,2.023920142976402
1,563.6635264932896,8.716904530985166,64.67819150189868,8.319643550321585,2.1191365483705953
1,415.2349892016863,7.338715041300235,56.5815791203176,7.057521227318523,1.5743971869647604
1,406.44947835467775,6.912574514743782,58.80076046880941,6.620801983999919,1.7905510866280614
0,8.423746044116701,7.290483135568119,19.308322337741373,6.802206100115419,0.9204855962232946
1,447.83122565202,6.758029639876955,66.2665376620808,6.691949390230545,0.45553584377088663
1,166.89381132330237,4.401590849395292,37.91670791474611,4.226264591449051,1.095024913247137
1,456.4954478137202,6.833459700607946,66.80297715673811,6.658218654798927,1.2368122957840098
1,289.4142987847846,5.339890350103378,54.265670828504966,4.981952711216432,2.631204365294213
1,502.19734699752905,7.3667026675484655,68.17196522301019,7.125750055971422,1.599005755383053
1,362.04366926437086,5.793994452255316,62.5360115263122,5.464353958734374,2.5624430089069534
1,223.6327482853131,5.624702691513388,39.74647790516991,5.0685978069059185,2.8864359046009835
0,9.771601106688276,4.322674007302133,55.79203673602329,4.2039079600257745,1.1030169957526854
